央视咪咕,#genre#
CCTV1,http://101.43.145.141:12002/gaoma/cctv1.m3u8
CCTV1,http://101.43.145.141:12002/migu/608807420.m3u8?migutoken=7594047e85530de86e5c89e057eb75121d90648c33cd394e0246f75e0e0866a2e6db333d386ff8398ecbef533c403a869fec56017728fb5fe03990dc5b749e39ab42d75bae00cc28b90f0ecf
CCTV1,http://101.43.145.141:12002/itv/6000000001000029752.m3u8?cdn=wasusyt
CCTV1,http://101.43.145.141:12002/itv/5000000004000002226.m3u8?cdn=bestzb
CCTV1,http://101.43.145.141:12002/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV2,http://101.43.145.141:12002/gaoma/cctv2.m3u8
CCTV2,http://101.43.145.141:12002/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV2,http://101.43.145.141:12002/itv/6000000001000014161.m3u8?cdn=wasusyt
CCTV3,http://101.43.145.141:12002/gaoma/cctv3.m3u8
CCTV3,http://101.43.145.141:12002/migu/624878271.m3u8?migutoken=3ae3e7b37a18871a5ea7d53dcd01ff955c91e9ab611457742437755c2957058ee9e180239be587b040aa485959ae812bcc9899669756c7f1a264de775e74972d9761018ae246fd36ab03bb37
CCTV3,http://101.43.145.141:12002/itv/6000000001000022313.m3u8?cdn=wasusyt
CCTV3,http://101.43.145.141:12002/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV4,http://101.43.145.141:12002/gaoma/cctv4.m3u8
CCTV4,http://101.43.145.141:12002/itv/5000000011000031102.m3u8?cdn=bestzb
CCTV4,http://101.43.145.141:12002/itv/1000000005000265004.m3u8?cdn=ystenlive
CCTV5,http://101.43.145.141:12002/gaoma/cctv5.m3u8
CCTV5,http://101.43.145.141:12002/itv/1000000005000025222.m3u8?cdn=ystenlive
CCTV5,http://101.43.145.141:12002/itv/1000000005000265005.m3u8?cdn=ystenlive
CCTV5+,http://101.43.145.141:12002/gaoma/cctv5p.m3u8
CCTV5+,http://101.43.145.141:12002/itv/6000000001000015875.m3u8?cdn=wasusyt
CCTV5+,http://101.43.145.141:12002/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV6,http://101.43.145.141:12002/itv/1000000001000001737.m3u8?cdn=ystenlive
CCTV6,http://101.43.145.141:12002/itv/6000000001000004574.m3u8?cdn=wasusyt
CCTV6,http://101.43.145.141:12002/itv/1000000005000265006.m3u8?cdn=ystenlive
CCTV7,http://101.43.145.141:12002/gaoma/cctv7.m3u8
CCTV7,http://101.43.145.141:12002/itv/1000000001000024341.m3u8?cdn=ystenlive
CCTV7,http://101.43.145.141:12002/itv/6000000001000009055.m3u8?cdn=wasusyt
CCTV7,http://101.43.145.141:12002/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV8,http://101.43.145.141:12002/gaoma/cctv8.m3u8
CCTV8,http://101.43.145.141:12002/itv/6000000001000001070.m3u8?cdn=wasusyt
CCTV9,http://101.43.145.141:12002/gaoma/cctv9.m3u8
CCTV9,http://101.43.145.141:12002/itv/1000000001000014583.m3u8?cdn=ystenlive
CCTV9,http://101.43.145.141:12002/itv/6000000001000032162.m3u8?cdn=wasusyt
CCTV9,http://101.43.145.141:12002/itv/1000000005000265009.m3u8?cdn=ystenlive
CCTV10,http://101.43.145.141:12002/gaoma/cctv10.m3u8
CCTV10,http://101.43.145.141:12002/itv/1000000001000023734.m3u8?cdn=ystenlive
CCTV10,http://101.43.145.141:12002/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV11,http://101.43.145.141:12002/gaoma/cctv11.m3u8
CCTV11,http://101.43.145.141:12002/migu/667987558.m3u8?migutoken=1d2be2c5804e483ea5aa0bcddd083272c3f3401683515075102b012e0b0e5a0ffea138518b4927f7929f70c9754b46fc9e2513705960d1127678b9b2b3c4f98d1457259fe3fe4bcbe7d67587
CCTV11,http://101.43.145.141:12002/itv/5000000011000031106.m3u8?cdn=bestzb
CCTV11,http://101.43.145.141:12002/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV12,http://101.43.145.141:12002/gaoma/cctv12.m3u8
CCTV12,http://101.43.145.141:12002/itv/1000000001000032494.m3u8?cdn=ystenlive
CCTV12,http://101.43.145.141:12002/itv/6000000001000022586.m3u8?cdn=wasusyt
CCTV12,http://101.43.145.141:12002/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV13,http://101.43.145.141:12002/gaoma/cctv13.m3u8
CCTV13,http://101.43.145.141:12002/itv/5000000011000031108.m3u8?cdn=bestzb
CCTV14,http://101.43.145.141:12002/gaoma/cctv14.m3u8
CCTV14,http://101.43.145.141:12002/migu/624878440.m3u8?migutoken=977d1eeb1473dbd2056ba8faed74c88a82c1037c49a2e94b238837463d532f0df96d67e2ad69c9cb7b0b2553d84fce38dd4035b08c2ed902143533f33b210dd4153eab840a745b8771e54102
CCTV14,http://101.43.145.141:12002/itv/1000000001000008170.m3u8?cdn=ystenlive
CCTV14,http://101.43.145.141:12002/itv/5000000004000006673.m3u8?cdn=bestzb
CCTV14,http://101.43.145.141:12002/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV15,http://101.43.145.141:12002/gaoma/cctv15.m3u8
CCTV15,http://101.43.145.141:12002/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV16,http://101.43.145.141:12002/gaoma/cctv16.m3u8
CCTV16,http://101.43.145.141:12002/itv/5000000008000023254.m3u8?cdn=bestzb
CCTV16,http://101.43.145.141:12002/gaoma/cctv4k16_10m.m3u8
CCTV17,http://101.43.145.141:12002/gaoma/cctv17.m3u8
CCTV17,http://101.43.145.141:12002/itv/1000000006000268004.m3u8?cdn=ystenlive
CCTV17,http://101.43.145.141:12002/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV1,http://www.douzhicloud.site:35455/gaoma/cctv1.m3u8#http://223.241.247.214:9901/tsfile/live/0001_1.m3u8#http://223.241.247.214:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0#http://58.221.214.82:9901/tsfile/live/0001_1.m3u8#http://58.220.219.14:9901/tsfile/live/0001_1.m3u8#http://116.9.204.242:9901/tsfile/live/0001_1.m3u8#http://222.169.85.8:9901/tsfile/live/0001_1.m3u8#http://118.122.189.74:9901/tsfile/live/0001_1.m3u8#http://218.3.138.25:1111/tsfile/live/1000_1.m3u8#http://218.89.240.144:59901/tsfile/live/0001_1.m3u8#http://120.238.94.10:9901/tsfile/live/1018_1.m3u8#http://183.66.15.146:60901/tsfile/live/0001_1.m3u8#http://202.168.187.208:9089/tsfile/live/1003_1.m3u8#http://123.138.22.30:9901/tsfile/live/0001_1.m3u8#http://124.128.73.58:9901/tsfile/live/0001_1.m3u8#http://b.zgjok.com:35455/itv/1000000005000265001.m3u8?cdn=ystenlive#http://125.89.163.44:8888/udp/239.77.1.17:5146#http://114.252.236.205:8000/rtp/239.3.1.129:8008#http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0#http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv#http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0#http://183.66.15.146:60901/tsfile/live/0001_1.m3u8?key=txiptv#http://120.76.248.139/live/bfgd/4200000484.m3u8#http://113.25.252.226:9901/tsfile/live/0001_1.m3u8#http://112.123.206.32:808/hls/1/index.m3u8#http://61.136.67.238:50085/tsfile/live/0001_1.m3u8#http://60.2.190.206:4000/udp/239.253.92.83:8012#http://120.76.248.139/live/bfgd/4200000488.m3u8#http://60.7.56.33:4000/udp/239.253.92.83:8012#http://221.2.148.205:8154/tsfile/live/0001_1.m3u8#http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv1#http://goo.bkpcp.top/mg/cctv1#http://z.b.bkpcp.top/m.php?id=cctv1#http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv1
CCTV2,http://www.douzhicloud.site:35455/gaoma/cctv2.m3u8#http://223.241.247.214:9901/tsfile/live/0002_1.m3u8#http://202.168.187.208:9089/tsfile/live/0002_1.m3u8#http://218.3.138.25:1111/tsfile/live/1001_1.m3u8#http://116.9.204.242:9901/tsfile/live/0002_1.m3u8#http://58.221.214.82:9901/tsfile/live/0002_1.m3u8#http://111.14.181.15:9901/tsfile/live/0002_1.m3u8#http://123.138.22.30:9901/tsfile/live/0002_1.m3u8#http://58.19.38.162:9901/tsfile/live/0002_1.m3u8#http://58.220.219.14:9901/tsfile/live/0002_1.m3u8#http://124.128.73.58:9901/tsfile/live/0002_1.m3u8#http://183.66.15.146:60901/tsfile/live/0002_1.m3u8#http://222.169.85.8:9901/tsfile/live/0002_1.m3u8#http://b.zgjok.com:35455/itv/1000000001000023315.m3u8?cdn=ystenlive#http://125.89.163.44:8888/udp/239.77.1.158:5146#http://114.252.236.205:8000/rtp/239.3.1.60:8084#http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0#http://113.25.252.226:9901/tsfile/live/0002_1.m3u8#http://118.122.189.74:9901/tsfile/live/0002_1.m3u8#http://183.66.15.146:60901/tsfile/live/0002_1.m3u8?key=txiptv#http://218.89.240.144:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0#http://218.3.138.25:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0#http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0#http://61.136.67.238:50085/tsfile/live/0002_1.m3u8#http://221.2.148.205:8154/tsfile/live/0002_1.m3u8#http://112.123.206.32:808/hls/2/index.m3u8#http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv#http://60.7.56.33:4000/rtp/239.253.92.190:6065#http://60.2.190.206:4000/udp/239.253.92.190:6065#http://60.7.56.33:4000/udp/239.253.92.190:6065#http://111.14.181.15:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0#http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv2#http://goo.bkpcp.top/mg/cctv2#http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://www.douzhicloud.site:35455/gaoma/cctv3.m3u8#http://223.241.247.214:9901/tsfile/live/0003_1.m3u8#http://112.46.85.60:8009/hls/3/index.m3u8#http://113.140.86.162:8009/hls/3/index.m3u8#http://202.168.187.208:9089/tsfile/live/0003_1.m3u8#http://113.25.252.226:9901/tsfile/live/0003_1.m3u8#http://218.3.138.25:1111/tsfile/live/1002_1.m3u8#http://116.9.204.242:9901/tsfile/live/0003_1.m3u8#http://118.122.189.74:9901/tsfile/live/0003_1.m3u8#http://101.19.84.8:9901/tsfile/live/0003_1.m3u8#http://183.66.15.146:60901/tsfile/live/0003_1.m3u8#http://218.89.240.144:59901/tsfile/live/0003_1.m3u8#http://58.220.219.14:9901/tsfile/live/0003_1.m3u8#http://58.221.214.82:9901/tsfile/live/0003_1.m3u8#http://111.9.163.109:9901/tsfile/live/0003_1.m3u8#http://123.138.22.30:9901/tsfile/live/0003_1.m3u8#http://124.128.73.58:9901/tsfile/live/0003_1.m3u8#http://222.169.85.8:9901/tsfile/live/0003_1.m3u8#http://b.zgjok.com:35455/itv/1000000005000265003.m3u8?cdn=ystenlive#http://125.89.163.44:8888/udp/239.77.0.169:5146#http://114.252.236.205:8000/rtp/239.3.1.172:8001#http://124.128.73.58:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0#http://183.66.15.146:60901/tsfile/live/0003_1.m3u8?key=txiptv#http://110.80.17.38:9901/tsfile/live/0003_1.m3u8#http://218.3.138.25:1111/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0#http://218.89.240.144:59901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0#http://119.36.148.115:59901/tsfile/live/0003_1.m3u8#http://61.157.139.15:9901/tsfile/live/2373_1.m3u8#http://58.17.48.228:808/hls/3/index.m3u8#http://124.116.183.146:9901/tsfile/live/0003_1.m3u8#http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv3#http://goo.bkpcp.top/mg/cctv3#http://z.b.bkpcp.top/m.php?id=cctv3#http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv3
CCTV4,http://www.douzhicloud.site:35455/gaoma/cctv4.m3u8#http://183.66.15.146:60901/tsfile/live/0004_1.m3u8#http://113.57.111.4:1111/tsfile/live/1003_1.m3u8#http://118.122.189.74:9901/tsfile/live/0004_1.m3u8#http://202.168.187.208:9089/tsfile/live/1000_1.m3u8#http://116.9.204.242:9901/tsfile/live/0004_1.m3u8#http://110.80.17.38:9901/tsfile/live/0004_1.m3u8#http://218.89.240.144:59901/tsfile/live/1001_1.m3u8#http://58.220.219.14:9901/tsfile/live/0004_1.m3u8#http://120.238.94.10:9901/tsfile/live/1021_1.m3u8#http://123.138.22.30:9901/tsfile/live/0004_1.m3u8#http://124.128.73.58:9901/tsfile/live/0004_1.m3u8#http://61.156.228.12:8154/tsfile/live/0004_1.m3u8#http://b.zgjok.com:35455/itv/1000000005000265004.m3u8?cdn=ystenlive#http://114.252.236.205:8000/rtp/239.3.1.105:8092#http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0#http://183.66.15.146:60901/tsfile/live/0004_1.m3u8?key=txiptv#http://218.89.240.144:59901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0#http://58.220.219.14:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0#http://113.25.252.226:9901/tsfile/live/0004_1.m3u8#http://58.221.214.82:9901/tsfile/live/0004_1.m3u8#http://nas.hssvm.com:8888/udp/225.1.1.150:5002#http://221.2.148.205:8154/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0#http://221.2.148.205:8154/tsfile/live/0004_1.m3u8#http://60.7.56.33:4000/udp/239.253.92.251:6141#http://124.116.183.146:9901/tsfile/live/0004_1.m3u8#http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv4#http://goo.bkpcp.top/mg/cctv4#http://z.b.bkpcp.top/m.php?id=cctv4#http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv4#http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv4a#http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv4o
CCTV5,http://www.douzhicloud.site:35455/gaoma/cctv5.m3u8#http://223.241.247.214:9901/tsfile/live/0005_1.m3u8#http://223.241.247.214:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0#http://219.159.91.10:9901/tsfile/live/0005_1.m3u8#http://113.140.86.162:8009/hls/503/index.m3u8#http://202.168.187.208:9089/tsfile/live/0005_1.m3u8#http://113.57.111.4:1111/tsfile/live/1004_1.m3u8#http://61.136.67.238:50085/tsfile/live/0005_1.m3u8#http://116.9.204.242:9901/tsfile/live/0005_1.m3u8#http://61.156.228.12:8154/tsfile/live/0005_1.m3u8#http://118.122.189.74:9901/tsfile/live/0006_1.m3u8#http://61.157.139.15:9901/tsfile/live/2375_1.m3u8#http://183.66.15.146:60901/tsfile/live/0005_1.m3u8#http://218.3.138.25:1111/tsfile/live/1004_1.m3u8#http://58.220.219.14:9901/tsfile/live/0005_1.m3u8#http://101.19.84.8:9901/tsfile/live/0005_1.m3u8#http://58.221.214.82:9901/tsfile/live/0005_1.m3u8#http://120.238.94.10:9901/tsfile/live/1022_1.m3u8#http://123.138.22.30:9901/tsfile/live/0005_1.m3u8#http://124.128.73.58:9901/tsfile/live/0005_1.m3u8#http://222.169.85.8:9901/tsfile/live/0005_1.m3u8#http://b.zgjok.com:35455/itv/1000000005000265005.m3u8?cdn=ystenlive#http://114.252.236.205:8000/rtp/239.3.1.173:8001#http://124.128.73.58:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0#http://111.14.181.15:9901/tsfile/live/0005_1.m3u8#http://218.3.138.25:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0#http://110.80.17.38:9901/tsfile/live/0005_1.m3u8?key=txiptv#http://123.132.233.194:352/tsfile/live/0005_1.m3u8#http://221.2.148.205:8154/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0#http://221.2.148.205:8154/tsfile/live/0005_1.m3u8#http://60.7.56.33:4000/rtp/239.253.92.181:6046#http://60.7.56.33:4000/udp/239.253.92.181:6046#http://183.66.15.146:60901/tsfile/live/0005_1.m3u8?key=txiptv#http://124.116.183.146:9901/tsfile/live/0005_1.m3u8#http://112.46.85.60:8009/hls/503/index.m3u8#https://stream1.freetv.fun/ipv6-cctv-5-12.m3u8#http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv5#http://goo.bkpcp.top/mg/cctv5#http://z.b.bkpcp.top/m.php?id=cctv5#http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv5
CCTV5+,http://www.douzhicloud.site:35455/gaoma/cctv5p.m3u8#http://58.221.214.82:9901/tsfile/live/0016_1.m3u8#http://61.156.228.12:8154/tsfile/live/0016_1.m3u8#http://222.169.85.8:9901/tsfile/live/0116_1.m3u8#http://125.82.171.210:8888/udp/235.254.199.121:7980#http://111.14.181.15:9901/tsfile/live/0016_1.m3u8#http://111.14.181.15:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0#http://221.2.148.205:8154/tsfile/live/0016_1.m3u8#http://nas.hssvm.com:8888/udp/225.1.1.121:5002#http://60.2.190.206:4000/udp/239.253.92.82:8013#http://60.7.56.33:4000/rtp/239.253.92.82:8013#http://60.7.56.33:4000/udp/239.253.92.82:8013#http://221.2.148.205:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0#http://tnvcn.com:8012/rtp/239.3.1.130:8004#http://goo.bkpcp.top/mg/cctv5p#http://z.b.bkpcp.top/m.php?id=cctv5p#http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv5p
